iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-183927.98540626766,-203110.13038399487,-218393.95186372512,-201810.68921799588,14100.641154915975
5.0,81920.0,25.0,-200328.93993689836,-215170.0049922286,-192385.4013732209,-202628.11543411599,9442.78195216075
