iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-5771.940792703022,-7757.681389310479,-5390.449806392651,-6306.6906628020515,1037.758613380815
5.0,5000.0,5000.0,-2990.89575652431,-8498.99119413278,-10555.0170262539,-7348.301325636996,3193.4357700224195
