iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,15748.871034223606,16125.556331346126,13485.034198601648,15119.82052139046,1166.1525612457672
5.0,5000.0,5000.0,16321.368085961472,8933.766108249023,16172.124271717086,13809.086155309195,3447.9102463156473
