iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-1845.8922049990138,-1551.2479677306317,-1782.4407383956427,-1726.5269703750957,126.61903155939419
5.0,5000.0,5000.0,-1517.6330993386696,-1342.3844953343673,-1597.44700336193,-1485.8215326783222,106.53075480932539
