iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-204684.05481777387,-186027.45109992387,-188492.21342705772,-193067.9064482518,8275.26195111578
5.0,5000.0,5000.0,-238462.6319491674,-197056.51121851598,-211821.2321388803,-215780.12510218789,17134.202318005457
