iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-6610.126315846894,-4731.8829008458,-5508.212222704408,-5616.740479799034,770.6202560015064
5.0,5000.0,5000.0,-2497.7390013423274,-2676.868597370017,-4468.403467967975,-3214.337022226773,889.7691988351959
