iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-1485.5006871865116,-2046.3491632113,-2154.777281891141,-1895.5423774296507,293.30280716147297
5.0,5000.0,5000.0,-1926.1061322265382,-1858.7406887227112,-1175.7656843989505,-1653.5375017827334,338.9532493420185
