iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-2310.328135307182,-1856.1283561730083,-2431.735693174006,-2199.397394884732,247.73665248989667
5.0,5000.0,5000.0,-1174.9203517504516,-1010.5046053473463,-1932.6185012239305,-1372.6811527739094,401.5847856167302
