iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-189090.13404887158,-185706.52846107548,-194055.15878000483,-189617.2737633173,3428.6357111292377
5.0,5000.0,5000.0,-239610.84552701595,-192400.48768401993,-155745.7634393081,-195919.0322167813,34328.05572818695
