iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,8024.602792041465,11845.24293780381,13060.193946886053,10976.679892243776,2145.552903530409
5.0,5000.0,5000.0,25841.87709353955,26412.091961600127,11299.465749717747,21184.47826828581,6993.634754457074
