iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-6466.458929230556,-8861.997592007752,-5879.0925725496,-7069.183031262636,1290.1906438339367
5.0,5000.0,5000.0,-7222.65662444373,-3500.404498877588,-4609.1488193092755,-5110.736647543531,1560.4450185005949
