iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-7049.273483794156,-5574.842040791167,-5238.23734004579,-5954.117621543704,786.4902852153225
5.0,5000.0,5000.0,-10623.634745260646,-4078.2482959060335,-4873.485198229246,-6525.122746465308,2916.213399359538
