iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-169273.6070639323,-205780.73602861696,-185599.94155599797,-186884.76154951574,14931.637287380485
5.0,5000.0,5000.0,-175915.64205976794,-181789.45912045293,-176169.4259832415,-177958.1757211541,2711.1068999285603
