iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,29653.743020599708,22331.939140323673,22472.53729525907,24819.40648539415,3418.8740117188945
5.0,5000.0,5000.0,2521.4813290835054,1302.4100695004704,40458.17890339041,14760.69010065813,18177.682869550023
