iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-1995.080819811516,-2017.1865983149692,-2034.8369178772962,-2015.7014453345937,16.264298179044822
5.0,5000.0,5000.0,-1092.9810773929812,-2713.7349331669416,-1102.2755111883155,-1636.330507249413,761.8494249149693
