iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-6311.836303265145,-7177.767582277153,-9955.026210051337,-7814.876698531213,1554.056883072542
5.0,5000.0,5000.0,-14273.376704274498,-6584.486020130569,-4641.9675611519,-8499.943428518987,4158.745270156129
