iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-176273.29144381869,-178551.45855689514,-205796.59230249914,-186873.78076773765,13412.732971169655
5.0,5000.0,5000.0,-183286.17304231145,-175185.93818832186,-169080.11494003472,-175850.74205688934,5818.619242802213
