iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-4499.913725869511,-8357.14655033694,-3744.149736003905,-5533.736670736786,2020.1530161949308
5.0,5000.0,5000.0,-3204.4997495853727,-7548.011769401647,-4836.4639298073325,-5196.325149598118,1791.3959621301105
