iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-1981.3411607323894,-2159.856094386187,-2086.852839526118,-2076.016698214898,73.28011032216263
5.0,5000.0,5000.0,-1031.3655389170415,-1472.298248616692,-1148.6184192504384,-1217.4274022613906,186.4696949963009
