iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-186750.6993647408,-208280.56376715528,-198298.4930687837,-197776.5854002266,8797.274426679456
5.0,81920.0,25.0,-199846.88752173947,-179870.90126651176,-198330.58573259215,-192682.7915069478,9080.498937418137
