iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-196633.55698887666,-184627.3489927937,-205299.55976161844,-195520.15524776294,8476.037678676463
5.0,5000.0,5000.0,-214343.4573028943,-963124.8347068127,-219929.20188372658,-465799.16463114455,351669.7472750913
