iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-4803.589422533636,-5207.794261912447,-4903.734066955769,-4971.705917133951,171.87304880210561
5.0,5000.0,5000.0,-5925.747708878745,-2059.1698181575416,-692.6837869254957,-2892.533771320594,2216.169534976336
