iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-2085.195474581029,-2065.0916394077453,-1931.6119496497508,-2027.2996878795082,68.15740841519525
5.0,5000.0,5000.0,-2813.9035664457797,-1232.0543159919287,-847.2016676083891,-1631.0531833486993,851.030419290497
