iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,-1994.1249235495009,-1843.1165909686915,-1997.5386203530484,-1944.9267116237468,72.00411484683515
5.0,5000.0,5000.0,-1555.2476833957903,-1557.3084915281402,-1625.4597043158662,-1579.3386264132657,32.62337712656279
