iterations,timesteps,gradient updates,reward 0,reward 1,reward 2,mean,stdev
0.0,0.0,0.0,14400.016566346312,17144.30582097313,18413.453776923652,16652.5920547477,1674.9639561760534
5.0,5000.0,5000.0,27806.824296971055,24044.235398690118,20981.56697257819,24277.542222746455,2791.279090507677
